ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
VMDS6,vendor2768,ELIS YULIANSARI ( LGM ),,,FALSE,TRUE,,,,87822950750,,,,JL.CISIRUNG NO 4 BANDUNG,,,,,,Net 7 Days
M0060,vendor2769,Elis (lgm),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 7 Days
M0063,vendor2770,Al- Hayat,,,FALSE,TRUE,,,,,81320990999,,,Jl. Re Martadinata No. 65,,,,,,Net 14 Days
ZS.587,vendor2771,PT Gunajaya Santosa (mezora),,,FALSE,TRUE,iin.marketingaras@gmail.com,,,022 5950702,,,,Jl Racajigang No 110 Majalaya,,,,,,Net 7 Days
IZHE,vendor2772,Internal - ZHE,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
VZOJE01,vendor2773,Internal - JEZO,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SPL-0000178,vendor2774,Execom Digital Printing,,,FALSE,TRUE,,,,87700064,,,,Jl.Raya Cilenyi No.46 Bandung,,,,,,Net 60 Days
SPL-000022,vendor2775,Suga Aksara Grafika,,,FALSE,TRUE,,,,82126666488,,,,Kompleks Bandung Inten Indah Blok B9 No. 12 A,,,,,,Net 14 Days
VMDS06,vendor2776,HERTY HANDAYANI RACHMAT (LGM),,,FALSE,TRUE,,,,,,,,JL.RAYA BANDUNG-GARUT KM 36 NAGREG- KAB BANDUNG,,,,,,Net 14 Days
ZV.140,vendor2777,HARIYANTO (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
IMDS,vendor2778,Internal - LGM,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
VMDS07,vendor2779,WAHID CMT (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
MZR0002,vendor2780,HARIYANTO (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SPL-0000100,vendor2781,Pyta,,,FALSE,TRUE,,,,818213107,,,,Canser 24 Turangga,,,,,,Net 14 Days
SS.561,vendor2782,Mega Alpenindo (SLP),,,FALSE,TRUE,,,,(022) - 2037154,,,,Jl. Hegarmanah No. 21,,,,,,Immediate
SS.008,vendor2783,PT ORIENTRACO PERKASA (SLP),,,FALSE,TRUE,,,,(021) 6009920,,,,PT ORIENTRACO PERKASA,,,,,,Net 30 Days
PB.044,vendor2784,PT.JAYAMAS DWI PERKASA ( SIERRA ),,,FALSE,TRUE,,,,022 7505234,,,,Jl. Terusan Kiara Condong 206 A,,,,,,After Delivery
ZS.314,vendor2785,CV CIPTA SANDANG TEXTILE (ZOYA),,,FALSE,TRUE,,,,,,,,"HOLIS, BANDUNG",,,,,,After Delivery
SPL-0000180,vendor2786,Brothersindo Machinery,,,FALSE,TRUE,sales@brothersindo.com,,,6121715,,,,Jl. Mangga Dua Raya (Komplek Mangga Dua Plaza)Blok ENo.34 Jakarta,,,,,,Net 30 Days
ZV.023,vendor2787,ENTIN (ZOYA),,,FALSE,TRUE,,,,227232154,,,,ENTIN (ZOYA),,,,,,After Delivery
V0008,vendor2788,ENTIN (MEZORA),,,FALSE,TRUE,,,,022-7232154,,,,BANDUNG,,,,,,Net 14 Days
SS.562,vendor2789,GOLDEN JAYA MANDIRI (SLP),,,FALSE,TRUE,,,,021-29070566,,,,MGK LT.1 BLOK A2 NO.15 KEMAYOYAN,,,,,,Net 30 Days
VZHE05,vendor2790,MEI HENDRAYATI (ZHE),,,FALSE,TRUE,,,,81223600353,,,,KOMP.GRIYA BANDUNG ASRI,,,,,,Net 14 Days
SPL-0000165,vendor2791,National Label,,,FALSE,TRUE,,,,,81221923939,,,JL.Kopo No.436 Bandung,,,,,,Net 30 Days
SLP00005,vendor2792,ODANG S (sLP),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SPL-0000166,vendor2793,CHINA-A (SLP),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
PB.034,vendor2794,COOL PLUS,,,FALSE,TRUE,,,,022 6073777,,,,JL. INDUSTRI II NO. 4 LEUWIGAJAH,,,,,,Immediate
SS.568,vendor2795,DANIEL (EC),,,FALSE,TRUE,,,,87779801888,87779801888,,,BANDUNG,,,,,,Net 14 Days
SPL-000068,vendor2796,Gondewa Putra,,,FALSE,TRUE,deden_ami@yahoo.co.id,,,5425137,981222735476,,,Jl.Cigondewah Hilir No.209 Rt.04 Rw.08 Kec. Margaasih 40214,,,,,,Net 7 Days
PB.046,vendor2797,PT. MANOHARA ASRI,,,FALSE,TRUE,,,,,,,,JL. SOEKARNO HATTA NO. 683 BANDUNG,,,,,,Net 14 Days
M0067,vendor2798,PASAR ANDIR LGM,,,FALSE,TRUE,,,,,,,,ANDIR TRADE CENTRE,,,,,,Net 14 Days
SPL-0000171,vendor2799,CV.Mandala Nusa Kencana,,,FALSE,TRUE,,,,,81223860212,,,"JL.Tongkeng No.24, Bandung",,,,,,Net 14 Days
SPL-0000164,vendor2800,PT.Granesia,,,FALSE,TRUE,,,,,,,,Jl. Sekelimus Barat No.6 Bandung,,,,,,Net 14 Days
VLGM03,vendor2801,EMAN (LGM),,,FALSE,TRUE,,,,22.7009753,,,,,,,,,,Net 14 Days
SPL-0000167,vendor2802,Densia Media,,,FALSE,TRUE,,,,022-5225614,,,,Jl.Moch. Toha Gg. Pak Uca No. 134 - Bandung,,,,,,After Delivery
VMZR34,vendor2803,CARMEL (MEZORA),,,FALSE,TRUE,,,,98555833,,,,,,,,,,After Delivery
MZR9,vendor2804,LIA DAFANA (MEZORA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
SPL-000066,vendor2805,Eka Stempel,,,FALSE,TRUE,,,,81395363076,,,,Jl. Cikapundung Barat Dpn Kantor PLN Bandung,,,,,,Net 14 Days
V01,vendor2806,IRRA RALINE (LGM),,,FALSE,TRUE,,,,022-87882467,81910012479,,,Komp Bumi Orange Blok D5 No.24 Cinunuk Cileunyi Bandung,,,,,,After Delivery
M0057,vendor2807,Heri ( LGM ),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 30 Days
ZS 731,vendor2808,West Ecclesia - PPN (Mezora),,,FALSE,TRUE,,,,,,,,Jl Dulatip B6,,,,,,Net 60 Days
PB.067,vendor2809,CV.KALDERA PANEN PERTIWI,,,FALSE,TRUE,,,,,,,,JL KOPO NO 455,,,,,,Net 30 Days
MZR009,vendor2810,Salman Tex,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 14 Days
SLP00034,vendor2811,NECIS GARMENT (SLP),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SS.509,vendor2812,BW PROMOSINDO(SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 30 Days
ZS246,vendor2813,PT LUCKY PRINT ABADI (MEZORA),,,FALSE,TRUE,,,,8189108008,,,,,,,,,,Net 14 Days
ZS.520,vendor2814,PT ARGO PANTES (Mezora),,,FALSE,TRUE,,,,6221-55753838,,,,Jl. MH Thamrin Km 4 Cikokol,,,,,,Immediate
VLGM1,vendor2815,ROMANSYAH (LGM),,,FALSE,TRUE,,,,08987365141-085222054164,,,,JL BOJONG BECIK RT 01 RW 08 DS.MEKARPAWITAN KEC.PASEH KAB.BANDUNG,,,,,,Net 14 Days
SMT 00058,vendor2816,SITI NURFITRIANI/DONI (ZOYA),,,FALSE,TRUE,,,,,,,,JL BUDHI NO.52,,,,,,Net 14 Days
MZR 00059,vendor2817,SITI NURFITRIANI/DONI (MEZORA),,,FALSE,TRUE,,,,,,,,JL BUDHI NO.52,,,,,,Net 14 Days
SS 735,vendor2818,PT Kewalram Indonesia (SLP),,,FALSE,TRUE,,,,,,,,Jl Raya Rancaekek Km 25,,,,,,Net 14 Days
GV.027,vendor2819,Randi Kaos (torch),,,FALSE,TRUE,,,,,81324948758,,,Jl Burujul Belakang Mesjid Muhajirin No 32,,,,,,Net 60 Days
ZS.333,vendor2820,PT.KANTI SEHATI SUKSES (SMT),,,FALSE,TRUE,,,,,82166270449,,,JALAN FACTORY NO.23 BRAGA SUMUR BANDUNG,,,,,,Immediate
SMT 00060,vendor2821,MANSYUR (ZOYA),,,FALSE,TRUE,,,,,,,,MULYASARI RT.003/RW.018,,,,,,After Delivery
MZR 00060,vendor2822,MANSYUR (MEZORA),,,FALSE,TRUE,,,,,,,,MULYASARI RT.003/RW.018,,,,,,Net 30 Days
EC 00020,vendor2823,ROBBY AZHARI (ENCYCLO),,,FALSE,TRUE,,,,,,,,JL PELINDUNG HEWAN RT.003/RW.009,,,,,,After Delivery
SMT 00061,vendor2824,ATEP DANU SUBAGJA (ZOYA),,,FALSE,TRUE,,,,,,,,GG.PELITA 1 NO.24,,,,,,Net 30 Days
MZR 00061,vendor2825,ATEP DANU SUBAGJA (MEZORA),,,FALSE,TRUE,,,,,,,,GG.PELITA 1 NO.24,,,,,,Net 30 Days
ZS.471,vendor2826,DHARMA WIJAYA (MEZORA),,,FALSE,TRUE,,,,87877456285,87877456285,,,RUKO JALUR SUTRA 30 D NO.2 ALAM SUTRA SERPONG,,,,,,Immediate
JKF,vendor2827,JAKA (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Immediate
ZS.247,vendor2828,Dharma Wijaya (zOYA JEANS),,,FALSE,TRUE,,,,87877456285,87877456285,,,Ruko Jalur Sutra 30D No.2 Alam Sutra Serpong,,,,,,Net 14 Days
M006,vendor2829,TARYONO MEZORA,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 30 Days
ZS.932,vendor2830,Modera Utama (Zoya),,,FALSE,TRUE,,,,,,,,ITC Baranangsiang Kosambi Blok E9,,,,,,After Delivery
ZS.769,vendor2831,MAKMUR JAYA (ZOYA JEANS),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
SPL-000006,vendor2832,Dewi Dus,,,FALSE,TRUE,,,,022-5417929,,,,Jl. Sekembung Cigondewah,,,,,,After Delivery
ZS.271,vendor2833,Sumber Kemas Wangi,,,FALSE,TRUE,,,,,,,,Taman Century I Blok G/6,,,,,,Net 30 Days
PB.037,vendor2834,Lotte Mart Non PKP,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 30 Days
SS 531,vendor2835,PT Karyahidup Jayantara (SLP),,,FALSE,TRUE,,,,225207270,,,,"Jl Raya Dayeuhkolot 27 (Km 5,3)",,,,,,Net 7 Days
ZS 751,vendor2836,Oktavina Muninggar (Mezora),,,FALSE,TRUE,,,,,,,,Jln.Cikaso Barat 2 No 30,,,,,,Net 30 Days
SPL-000091,vendor2837,Ultimate Printing,,,FALSE,TRUE,Ultimateprinting@yahoo.co.id,,,Fax 0226070322,,,,Jl.terusan Pasir Koja 245,,,,,,Net 30 Days
SPL-000015,vendor2838,PT.Prosa Media Prima,,,FALSE,TRUE,Prosa.media@gmail.com,,,022-7051536,,,,Jl. Batununggal Indah Raya 209 Bandung 40266,,,,,,Net 30 Days
SPL-000011,vendor2839,Kencana Plastik,,,FALSE,TRUE,Kencana_plastik@yahoo.co.id,,,022-70344850,,,,Jl. Batununggal Elok 6 No. 5 Bandung,,,,,,Net 30 Days
ZS.770,vendor2840,SETIA KAWAN SEJATI (ZOYA),,,FALSE,TRUE,,,,,,,,LINGGAHARA RESIDENCE BLOK B2 NO. 18 KOPO SAYATI BANDUNG,,,,,,Net 30 Days
RZ,vendor2841,RAFIQ (ZHE),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
VZY33,vendor2842,BINTANG SEJATI (ZOYA),,,FALSE,TRUE,,,,6031323,,,,JL.SURYANI INDAH NO 26,,,,,,Immediate
SMT 00047,vendor2843,GRACE SETIAWATI (ZOYA),,,FALSE,TRUE,,,,,,,,JL. GRIYA SELATAN 1 NO.70,,,,,,Immediate
MZR22,vendor2844,Pt.multi Anugrah Daya Garmindo (mzr),,,FALSE,TRUE,,,,,,,,Yogyakarta,,,,,,Net 30 Days
SS 858,vendor2845,Diar Warna (Encyclo),,,FALSE,TRUE,,,,,,,,Jl Logam Gg Pesantren No 416,,,,,,Net 30 Days
MZR 00033,vendor2846,WAHID (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
PB.038,vendor2847,Pasar Tradisional,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
PT,vendor2848,PT. MASTERINDO JAYA ABADI (ZOYA),,,FALSE,TRUE,,,,(022) 6032662,,,,JL. SOEKARNO HATTA NO. 24,,,,,,Net 14 Days
SPL-0000176,vendor2849,Dealer PT. Srikandi Diamonds Motor,,,FALSE,TRUE,,,,,,,,Jl. Soekarno Hatta No.342 Bandung (KKB BCA),,,,,,Net 30 Days
GV.029,vendor2850,BAYU PRODUCTION (torch),,,FALSE,TRUE,bayukonveksi@gmail.com,,,,81321624141,,,Jl. Cingised Perumahan Griya Caraka Bok G No 16 Cisaranten Endah,,,,,,
ZV.082,vendor2851,DENI HENDRAWAN (ZOYA),,,FALSE,TRUE,,,,,,,,DENI HENDRAWAN (ZOYA),,,,,,Net 14 Days
VMZR35,vendor2852,DENI HENDRAWAN (MEZORA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
SPL-0000169,vendor2853,PT.Seia Utama,,,FALSE,TRUE,,,,,,,,PT.Cipageran Kp Cipanawa No.2/63 RT/RW : 001/009 Cipageran Cimahi Utara,,,,,,After Delivery
SPL-0000179,vendor2854,PT.Intan Polyndo Perkasa,,,FALSE,TRUE,,,,55795830,,,,"Kawasan Industri Benua Mas,Jl.Arya Kamuning No.89 A, Tangerang 15131(Kp.Pengasinan.Rt.03 Rw.03,Kel. Periuk Jaya,Kec. Periuk)",,,,,,Net 30 Days
VMDS05,vendor2855,CEPI-CECEP N (LGM),,,FALSE,TRUE,,,,081.395.102.516,,,,BANDUNG,,,,,,Immediate
ZS.2917,vendor2856,Berkat Jaya (zoya),,,FALSE,TRUE,,,,,89509090948,,,Jalan Tamim Bandung,,,,,,Net 14 Days
SS.228,vendor2857,JAYANTI BATIK (SLP),,,FALSE,TRUE,,,,0285-4416349,,,,JAYANTI BATIK (SLP),,,,,,Net 30 Days
ZV.204,vendor2858,LINGGA (MEZORA),,,FALSE,TRUE,,,,81809155996,,,,-,,,,,,Net 30 Days
VZ,vendor2859,LINGGA (ZOYA),,,FALSE,TRUE,,,,81809155996,,,,,,,,,,Immediate
VJOZE02,vendor2860,MUKHLIS (JEZO),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Immediate
SS 855,vendor2861,Saint Bernard (SLP),,,FALSE,TRUE,,,,,81808311220,,,"Jl Bisma Raya No 20 Rukan Nirwana Sunter Asri , Sunter Agung Podomoro",,,,,,Net 7 Days
A1342,vendor2862,BINTANG SEJATI (ZOYA),,,FALSE,TRUE,,,,6031323,,,,JL. SURYANI INDAH 26,,,,,,Net 14 Days
RZJ,vendor2863,REVER (ZOJE),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
MZR23,vendor2864,Salman Tex (mzr),,,FALSE,TRUE,,,,,,,,Kopo,,,,,,Net 14 Days
VMZR22,vendor2865,CV.WIRAUTAMA (MEZORA),,,FALSE,TRUE,,,,82116523396,,,,BANDUNG,,,,,,Net 30 Days
ZS.270,vendor2866,PENTUL PRINCESS,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,Net 30 Days
PB.078,vendor2867,PT. USAHA TANGGUH MANDIRI,,,FALSE,TRUE,,,,022-20563966,85100177112,,,Jl. Soekarno Hatta No. 95,,,,,,Net 17 Days
MZR 00027,vendor2868,GRACE SETIAWATI (MEZORA),,,FALSE,TRUE,,,,,,,,JL. GRIYA SELATAN 1 NO.7,,,,,,After Delivery
ZS.529,vendor2869,JADI JAYA (MEZORA),,,FALSE,TRUE,,,,,,,,Jalan Babatan No 50,,,,,,Immediate
SS.224,vendor2870,SONIA IMPEX (SLP),,,FALSE,TRUE,,,,8159171177,,,,SONIA IMPEX (SLP),,,,,,Net 7 Days
VZHE06,vendor2871,PT ALMENDO MEKAR ANUGRAH (ZHE),,,FALSE,TRUE,,,,22.7805703,,,,,,,,,,Net 30 Days
E000053,vendor2872,ROMANSYAH (EC),,,FALSE,TRUE,,,,,,,,PASEH,,,,,,After Delivery
PB.039,vendor2873,PASAR MODERN,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Immediate
M0065,vendor2874,PASAR ANDIR,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
VJEZO01,vendor2875,OBAY SOBARNA-CV.P.A.D.L (JEZO),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
PB.045,vendor2876,MADU NUSANTARA 2,,,FALSE,TRUE,,,,,,,,JL.Soekarno Hatta,,,,,,Net 14 Days
ZS.030,vendor2877,PESONA GROUP (ZOYA),,,FALSE,TRUE,,,,,,,,PESONA GROUP,,,,,,Net 14 Days
ZS 631,vendor2878,Dika (Mezora),,,FALSE,TRUE,,,,,,,,Jln Majalaya Cicalengka Km 4  No 168 Desa Tangsi Mekar Kec Paseh,,,,,,Net 14 Days
EC00045,vendor2879,MUKHLIS (eC),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
EC00046,vendor2880,DEWI (WASHING),,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
MZR0032,vendor2881,CV. INDONESIA LIVE/ PURWANTO (MEZORA),,,FALSE,TRUE,,,,,,,,SOLO,,,,,,Immediate
EC000010,vendor2882,CECEP- Suryana (EC),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
GV.047,vendor2883,MM Group,,,FALSE,TRUE,arie@mokamula.com,,,8164847444,8164847444,,,Setra Mas Residence Ruko No.1,,,,,,Immediate
GV.048,vendor2884,OBAY SOBARNA-CV.P.A.D.L (TORCH),,,FALSE,TRUE,,,,,81221122030,,,Rancaekek Kencana,,,,,,Immediate
ZS 905,vendor2885,West Ecclesia - PPN (Zoya),,,FALSE,TRUE,,,,,,,,Jl Dulatip,,,,,,Immediate
MZR0011,vendor2886,MUHAMAD ROFIK (MEZORA),,,FALSE,TRUE,,,,,,,,PEKALONGAN,,,,,,Net 14 Days
VDRZY00011,vendor2887,MUHAMAD ROFIK (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
EC00054,vendor2888,DIAT HADIAT (EC),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
VZY30,vendor2889,DEWI KOMARIAH (ZOYA),,,FALSE,TRUE,,,,,,,,KP.CIPICUNG NO 41 RT 02 RW 01 DS.JATI ENDAH KEC CILENGKRANG UJUNG BERUNG,,,,,,After Delivery
LGM000034,vendor2890,Bandung Laundry (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SMT00022,vendor2891,Bandung Laundry (SMT),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
SMT00013,vendor2892,Yanti Sumiati (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
ZS.1001,vendor2893,SOLO (Mezora),,,FALSE,TRUE,,,,,,,,SOLO,,,,,,Net 60 Days
SPL-0000194,vendor2894,Berkah Indo Makmur Abadi,,,FALSE,TRUE,,,,022-92595303,,,,"JL,Suryani Dalam 1/15 Bandung 40211",,,,,,Net 14 Days
M0081,vendor2895,Jakarta Vash,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,Net 14 Days
M0064,vendor2896,Syafeera,,,FALSE,TRUE,,,,816732681,,,,Thamrin City,,,,,,Net 14 Days
ZS.856,vendor2897,PT Asia Garment - Charisma (mezora),,,FALSE,TRUE,,,,02729625775 / 5776,,,,Thamrin City LT 2 Blok BT No 8,,,,,,Net 30 Days
M0066,vendor2898,Alyssa Cherell,,,FALSE,TRUE,,,,,,,,Thamrin City,,,,,,Net 30 Days
LGM0003,vendor2899,Lia Emilia (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SPL-000021,vendor2900,Sri Indah,,,FALSE,TRUE,Sales.bdg@sriindah.com,,,0225897888 Faks:5897437/5897438,,,,JL. Raya Kopo-Cilampeni Km 11.2  Kawasan Industri TRIKENCANA Kav 15  Bandung 40971  Jawa Barat INDONESIA,,,,,,Net 30 Days
PB.064,vendor2901,ODISE FRENCH YOGHURT,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
M007,vendor2902,Andri Mezora,,,FALSE,TRUE,,,,,,,,Kopo,,,,,,Net 30 Days
M008,vendor2903,Targo Mezora,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Net 30 Days
M020,vendor2904,ARIS MEZORA,,,FALSE,TRUE,,,,,,,,DAGO,,,,,,Net 14 Days
ZS 538,vendor2905,PT Vision Land Indonesia (SMT),,,FALSE,TRUE,,,,,021 440 4139,,,"Kawasan Berikat Nusantara, Irian Raya Blok E 25 Jl Raya Cakung Cilincing",,,,,,Net 21 Days
GV.036,vendor2906,PT ULI,,,FALSE,TRUE,,,,8128751688,,,,Jl Cibolerang,,,,,,Net 30 Days
SLP0004,vendor2907,Miman Firmansyah (Mezora),,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
MZR0005,vendor2908,Ohid Hidayat (mezora),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
VMZR39,vendor2909,YUSTITIA KURNIAHU (CIKAL GARMENT MEZORA),,,FALSE,TRUE,,,,,,,,JL KOPO PERMAI II 6 AR/6 RT 002 RW 011 DS SUKAMENAK KEC MARGAHAYU,,,,,,Immediate
SPL-000101,vendor2910,Auto 2000 Cibiru,,,FALSE,TRUE,227807766,,,227802000,82128802000,,,Jl. Soekarno Hatta No. 759 Cibiru,,,,,,Net 14 Days
SPL-000102,vendor2911,PT. Srikandi Diamond Motors,,,FALSE,TRUE,,,,225403000,81220015581,,,Jl. Soekarno Hatta 342,,,,,,Net 30 Days
SPL-000103,vendor2912,PT. Wicaksana Berlian Motor,,,FALSE,TRUE,,,,227833555,8156001222,,,Jl. Soekarno Hatta No. 849,,,,,,Net 60 Days
SPL-0000192,vendor2913,Saung CNC,,,FALSE,TRUE,,,,,85624739808,,,JL. Antariksa No.23 Sukaraja Bandung,,,,,,Net 30 Days
SPL-000045,vendor2914,Kawan Lama,,,FALSE,TRUE,,,,4213939,,,,Jalan Pungkur,,,,,,Net 30 Days
LGM00037,vendor2915,OHID HIDAYAT (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
LGM000038,vendor2916,GIYANTI JAHIT (LGM),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
SMB.0001,vendor2917,REZA,,,FALSE,TRUE,,,,,89631896098,,,CIMAHI,,,,,,Net 21 Days
M009,vendor2918,Mukhlis Mezora,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,Immediate
ZS. 542,vendor2919,CV Sahabat Sejahtera Abadi Non PPN (Zoya),,,FALSE,TRUE,,,,,,,,Jl Rajawali Sakti II No 15,,,,,,After Delivery
GS.023,vendor2920,PT INTERTRADE SUKSES MANDIRI,,,FALSE,TRUE,,,,,,,,Jl Faliman Jaya Daan Mogot KM 19 Tangerang,,,,,,Net 90 Days
ZHE,vendor2921,OBAY SOBARNA-CV.PADL (ZHE),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 90 Days
VMZR38,vendor2922,PURWADINI (DINI MEZORA),,,FALSE,TRUE,,,,,,,,KOMP.GRIYA MITRA BLOK B12 NO 9 RT 002 RW O26 KEL.CI NUNUK KEC. CILEUNYI BANDUNG,,,,,,Net 90 Days
SS 734,vendor2923,CV Terang Mulia - Mulia Sejati (eC),,,FALSE,TRUE,,,,,,,,Jl Terusan Pasir Koja No 311/315,,,,,,Net 14 Days
MZR0001,vendor2924,MOUNT COLLECTION/ ANDI RAMDHANI (MEZORA),,,FALSE,TRUE,,,,,,,,Jl. Kol Abdullah Saleh No. 64,,,,,,After Delivery
PB.066,vendor2925,PD.SARANA SATYA,,,FALSE,TRUE,,,,,,,,CIANJUR,,,,,,Immediate
SMT 00049,vendor2926,RUDY HAMBALI (ZOYA),,,FALSE,TRUE,,,,,,,,JL. TAMAN SAKURA NO.40,,,,,,Net 30 Days
MZR 00049,vendor2927,RUDY HAMBALI (MEZORA),,,FALSE,TRUE,,,,,,,,JL. TAMAN SAKURA NO 40,,,,,,Immediate
SMT 00050,vendor2928,ERWAN HAMZAH (ZOYA),,,FALSE,TRUE,,,,,,,,"SANGGAR INDAH BANJARA, J-V NO.23",,,,,,After Delivery
MZR 00050,vendor2929,ERWAN HAMZAH (MEZORA),,,FALSE,TRUE,,,,,,,,SANGGAR INDAH BANJARAN J-V NO.23,,,,,,After Delivery
SS 832,vendor2930,Modera Utama (SLP),,,FALSE,TRUE,,,,,,,,ITC Baranangsiang Kosambi Blok E9,,,,,,Net 30 Days
SS.570,vendor2931,CHINA A (EC),,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
SPL-0000202,vendor2932,Jotun Promosindo,,,FALSE,TRUE,,,,,,,,"Puri Indah CT-28,Jati, Sidoarjo",,,,,,Net 14 Days
SPL-0000195,vendor2933,Prima Nusantara Printing,,,FALSE,TRUE,,,,+62 22 91668183,,,,"Jl. Jendral Gatot Subroto No.61, Malabar, Lengkong, Kota Bandung",,,,,,Net 14 Days
SPL-000061,vendor2934,Mitra Karya,,,FALSE,TRUE,Guntur_yasin@yahoo.co.id,,,021-84996981 Fak : 021-84996982,,,,Jl. Raya Jati Mekar No. 9 Bekasi,,,,,,Net 30 Days
GS.021,vendor2935,SEA CHAMPION INDUSTRIAL (TORCH),,,FALSE,TRUE,,,,,85259804898,,,Jl. Darmo Permai Timur XII/32,,,,,,After Delivery
SPL-0000184,vendor2936,PT.Euodoo,,,FALSE,TRUE,,,,53665626,,,,"Karinding Building,Suite 02-07 Jl,Palmerah Selatan 30A, Jakarta Pusat 10270",,,,,,Net 21 Days
GV.035,vendor2937,CV BUSANA RAYA (TORCH),,,FALSE,TRUE,,,,,,,,JL.RAYA NAROGONG KM 12 PANGKALAN IB,,,,,,Net 14 Days
PB5.055 ( X ),vendor2938,PRIMARASA ABADI BANDUNG,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
PB5.056 ( X ),vendor2939,PT.CITRA BHOGA JAYA,,,FALSE,TRUE,,,,022 7506808,,,,JL BATU NUNGGAL INDAH 1X NO 27,,,,,,Net 7 Days
GS.022,vendor2940,PT DALIATEX KUSUMA (TORCH),,,FALSE,TRUE,,,,5203995,8122468300,,,Jl. Moh Toha No 307 Km 7.3,,,,,,Net 7 Days
SPL-0000147,vendor2941,PT.Bagus Kreasi Cemerlang,,,FALSE,TRUE,,,,021 5315 7297 / 021 538 3901,,,,Ruko Barcelona Bsd City E.9/23 Serpong Tangerang Selatan Banten,,,,,,Net 14 Days
SPL-0000148,vendor2942,BlacK CReative And Design,,,FALSE,TRUE,,,,,,,,"JL. Cikoang, Gang Yahya Bandung",,,,,,Net 14 Days
SPL-0000193,vendor2943,Harapan Jaya,,,FALSE,TRUE,,,,,,,,"Jl. Sadang 67 A Kopo,Bandung.",,,,,,Net 30 Days
M001,vendor2944,RUSLI (MEZORA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
GV.039,vendor2945,CV.PRIMA CONCEPT UTAMA (TORCH),,,FALSE,TRUE,,,,(022)7304991,,,,Jl. Jendral Ahmad Yani No 134 Lt.3,,,,,,Net 14 Days
PB.069,vendor2946,PT.ALTINDO MULIA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZS.1909,vendor2947,PT. ADE TEXTILE INDUSTRIES(DIVISI GARMENT)ZOYA.,,,FALSE,TRUE,,,,,,,,Banjaran,,,,,,Net 75 Days
